AIC,BIC,condition,model
263.9014339904603,267.4228949083226,MV,Dir
258.09288714253603,261.6143480603983,MV,Dir
223.52610746336404,227.04756838122628,MV,Dir
217.0895662127879,220.61102713065011,MV,Dir
232.1351598787601,235.6566207966224,MV,Dir
261.3194689578601,264.8409298757224,MV,Dir
228.51319994765703,232.0346608655193,MV,Dir
264.31745699623144,267.8389179140937,HV,Dual
313.43130580475906,316.95276672262133,HV,Dual
199.43646127075277,202.957922188615,HV,Dual
242.78774939866145,246.3092103165237,HV,Dual
288.7570981052372,292.27855902309943,HV,Dual
267.0805161369487,270.60197705481096,HV,Dual
283.25836266958106,286.77982358744333,HV,Dual
309.3779453598832,312.89940627774547,HV,Dual
325.59844720919875,329.119908127061,HV,Dual
68.84348233655882,72.36494325442106,HV,Dual
327.5800508432038,331.1015117610661,HV,Dual
255.1489128960372,258.67037381389946,HV,Dual
187.4249526388012,190.94641355666343,HV,Dual
188.06588006587,191.58734098373225,HV,Dual
247.01851854006384,250.53997945792608,HV,Dual
321.9580091170957,325.479470034958,HV,Dual
251.3666304849484,254.88809140281063,HV,Dual
243.11944089136276,246.64090180922497,HV,Dual
308.4047407446572,311.9262016625195,HV,Dual
40.79137611582679,44.31283703368904,HV,Dual
198.180249722073,201.70171063993524,HV,Dual
218.73555257874676,222.25701349660895,HV,Dual
98.64983623221336,102.17129715007562,HV,Dual
326.3542409188798,329.87570183674205,HV,Dual
248.3794089375818,251.90086985544403,HV,Dual
149.14492504713564,152.6663859649979,HV,Dual
305.8402775240057,309.361738441868,HV,Dual
172.99032051240795,176.5117814302702,HV,Dual
271.6423930582179,275.1638539760802,HV,Dual
170.2547924796755,173.77625339753774,HV,Dual
209.00830550814788,212.52976642601013,HV,Dual
221.0214761676449,224.54293708550716,HV,Dual
269.49196982025023,273.0134307381125,HV,Dual
247.3086213553652,250.83008227322745,HV,Dual
207.69846958325016,211.2199305011124,HV,Dual
167.82779764349326,171.3492585613555,HV,Dual
114.18698928884288,117.70845020670512,HV,Dual
114.60695640937703,118.12841732723928,HV,Dual
306.8439055587457,310.365366476608,HV,Dual
222.98017743031969,226.50163834818196,HV,Dual
185.5989582528768,189.120419170739,HV,Dual
187.7879429395916,191.30940385745384,HV,Dual
276.981568367065,280.50302928492727,HV,Dual
228.5653425833704,232.08680350123265,HV,Dual
297.3941591802676,300.91562009812986,HV,Dual
210.79216764675297,214.3136285646152,HV,Dual
250.84997587544456,254.3714367933068,HV,Dual
257.1046436440596,260.62610456192186,HV,Dual
21.2757595057265,24.797220423588747,HV,Dual
217.00252737599368,220.52398829385592,HV,Dual
103.34347946571192,106.86494038357417,HV,Dual
306.9156485409309,310.43710945879315,HV,Dual
316.2765113077777,319.79797222564,HV,Dual
178.9228837708626,182.44434468872484,HV,Dual
120.01918089638887,123.54064181425112,HV,Dual
324.4440648868657,327.965525804728,HV,Dual
161.56209695553554,165.08355787339778,HV,Dual
274.229412265593,277.75087318345527,HV,Dual
177.14909869759742,180.67055961545967,HV,Dual
305.54840143387844,309.0698623517407,HV,Dual
252.28701392916932,255.8084748470316,HV,Dual
201.4185370602353,204.93999797809755,HV,Dual
206.591632147059,210.11309306492123,HV,Dual
157.02513516646871,160.54659608433096,HV,Dual
86.39438191157454,89.91584282943678,HV,Dual
89.42654641268003,92.94800733054228,HV,Dual
86.4572938688807,89.97875478674294,HV,Dual
153.4946669318518,157.01612784971405,HV,Dual
223.0868761033362,226.60833702119845,HV,Dual
186.880013243308,190.40147416117023,HV,Dual
251.06522158825132,254.5866825061136,HV,Dual
152.36428224790612,155.88574316576836,HV,Dual
313.3927738021416,316.9142347200039,HV,Dual
24.503045329860228,28.024506247722474,HV,Dual
252.87320318232577,256.39466410018804,HV,Dual
29.2407626022792,32.76222352014145,HV,Dual
302.38557026359337,305.90703118145564,HV,Dual
207.1976430788644,210.71910399672663,HV,Dual
266.64067682873167,270.16213774659394,HV,Dual
329.8607620824283,333.3822230002906,HV,Dual
289.69000033879735,293.2114612566596,HV,Dual
318.1375870819513,321.6590479998136,HV,Dual
279.60642849342065,283.1278894112829,HV,Dual
196.41546706837764,199.93692798623988,HV,Dual
287.74660076602123,291.2680616838835,HV,Dual
102.94937674991816,106.4708376677804,HV,Dual
258.53884353328726,262.06030445114953,HV,Dual
287.08247538069264,290.6039362985549,HV,Dual
199.35993273558776,202.88139365345,HV,Dual
118.24146105150732,121.76292196936956,HV,Dual
317.3022037456845,320.8236646635468,HV,Dual
55.82732344989341,59.348784367755655,HV,Dual
266.0090297731562,269.5304906910185,HV,Dual
185.37747048499705,188.8989314028593,HV,Dual
271.4649649561494,274.9864258740117,HV,Dual
268.4816493561174,272.00311027397964,HV,Dual
239.77242884577203,243.29388976363427,HV,Dual
261.2683833318606,264.7898442497229,HV,Dual
260.80110451976435,264.3225654376266,HV,Dual
158.16260600261162,161.68406692047387,HV,Dual
138.35901334680634,141.88047426466858,LV,Dual
224.47955992340533,228.0010208412676,LV,Dual
146.60884361950613,150.13030453736835,LV,Dual
167.44359768804293,170.96505860590517,LV,Dual
130.5869119343699,134.10837285223215,LV,Dual
138.39604425389263,141.91750517175487,LV,Dual
150.5345737928792,154.05603471074144,LV,Dual
126.79967980525996,130.3211407231222,LV,Dual
97.42929028882864,100.9507512066909,LV,Dual
181.66596916076907,185.1874300786313,LV,Dual
96.72709801172016,100.2485589295824,LV,Dual
142.25923791763577,145.780698835498,LV,Dual
141.55129992684172,145.07276084470396,LV,Dual
201.8819831052932,205.4034440231554,LV,Dual
187.88477178330763,191.40623270116987,LV,Dual
96.23703691619244,99.75849783405468,LV,Dual
123.12766973476728,126.64913065262952,LV,Dual
48.837685438676594,52.35914635653885,LV,Dual
277.85775104679783,281.3792119646601,LV,Dual
287.4451575631249,290.9666184809872,LV,Dual
141.12040801843304,144.64186893629528,LV,Dual
115.53178207868125,119.05324299654347,LV,Dual
250.86423186398176,254.385692781844,LV,Dual
93.14209162891947,96.66355254678172,LV,Dual
217.7871751767099,221.3086360945721,LV,Dual
113.78565904370734,117.30711996156958,LV,Dual
74.71932157671675,78.240782494579,LV,Dual
149.71636269093108,153.23782360879332,LV,Dual
40.16335481950375,43.684815737366,LV,Dual
88.73854525850872,92.26000617637096,LV,Dual
192.91465376289423,196.43611468075648,LV,Dual
86.63483884705637,90.1562997649186,LV,Dual
99.1620957751574,102.68355669301964,LV,Dual
123.14661509146411,126.66807600932636,LV,Dual
97.99985031654384,101.52131123440608,LV,Dual
67.12787426307413,70.64933518093638,LV,Dual
70.5182745351792,74.03973545304144,LV,Dual
117.1267350290997,120.64819594696196,LV,Dual
214.50153394576728,218.02299486362952,LV,Dual
123.85196590022888,127.37342681809112,LV,Dual
97.80203463554344,101.32349555340568,LV,Dual
109.62752906437248,113.14898998223472,LV,Dual
46.83352775965975,50.354988677522,LV,Dual
123.60723260464442,127.12869352250668,LV,Dual
114.75822116672572,118.27968208458796,LV,Dual
102.93666916592242,106.45813008378468,LV,Dual
234.52670196704608,238.04816288490832,LV,Dual
123.7681572561517,127.28961817401394,LV,Dual
120.54502895927428,124.06648987713652,LV,Dual
167.06317645810148,170.58463737596372,LV,Dual
200.96150787583295,204.4829687936952,LV,Dual
152.17722161403643,155.6986825318987,LV,Dual
189.5957399153773,193.11720083323956,LV,Dual
195.49567492864995,199.0171358465122,LV,Dual
241.0687046217064,244.5901655395686,LV,Dual
147.9121247817911,151.43358569965335,LV,Dual
151.36788069491672,154.88934161277896,LV,Dual
189.06323048140263,192.58469139926487,LV,Dual
149.78279362544177,153.304254543304,LV,Dual
148.07496509678546,151.5964260146477,LV,Dual
314.253807320553,317.77526823841526,LV,Dual
150.54671297345718,154.06817389131942,LV,Dual
158.97164991602588,162.49311083388812,LV,Dual
231.60898604904804,235.13044696691028,LV,Dual
195.8546511534533,199.3761120713155,LV,Dual
94.58610909063891,98.10757000850116,LV,Dual
253.8078190214834,257.32927993934567,LV,Dual
308.9944691737319,312.51593009159416,LV,Dual
135.67630962476835,139.1977705426306,LV,Dual
97.43962733193918,100.96108824980142,LV,Dual
87.9002837173923,91.42174463525454,LV,Dual
115.52923416009956,119.0506950779618,LV,Dual
245.52691459324447,249.0483755111067,LV,Dual
234.5265560443869,238.0480169622491,LV,Dual
99.53324522524576,103.054706143108,LV,Dual
50.458132536741935,53.979593454604185,LV,Dual
161.98287515920936,165.5043360770716,LV,Dual
195.0059532227665,198.52741414062876,LV,Dual
288.6953935058528,292.21685442371506,LV,Dual
107.0472399189153,110.56870083677754,LV,Dual
63.95947119904224,67.48093211690448,LV,Dual
108.54965615145984,112.07111706932209,LV,Dual
118.49503648068972,122.01649739855198,LV,Dual
121.28393637514436,124.8053972930066,LV,Dual
221.2353281887212,224.7567891065834,LV,Dual
100.0772062657676,103.59866718362984,LV,Dual
163.21510694632394,166.73656786418618,LV,Dual
132.57186666649014,136.09332758435238,LV,Dual
168.7921960238178,172.31365694168005,LV,Dual
195.3836771915537,198.90513810941596,LV,Dual
134.08308502752467,137.60454594538692,LV,Dual
54.761526824918015,58.28298774278026,LV,Dual
132.67923249707957,136.2006934149418,LV,Dual
64.99632203132171,68.51778294918395,MV,Dual
202.7921509363852,206.31361185424743,MV,Dual
175.9253646849889,179.4468256028511,MV,Dual
302.6415107850749,306.1629717029372,MV,Dual
145.9389916376562,149.46045255551843,MV,Dual
176.8351199381914,180.35658085605365,MV,Dual
264.39381670312343,267.9152776209857,MV,Dual
161.33115806934242,164.85261898720466,MV,Dual
168.09629447700874,171.61775539487098,MV,Dual
212.7314066447256,216.25286756258785,MV,Dual
304.69132554194846,308.2127864598108,MV,Dual
118.78796826730536,122.30942918516762,MV,Dual
226.3938441159284,229.91530503379064,MV,Dual
273.55004484815737,277.07150576601964,MV,Dual
175.87171339456495,179.3931743124272,MV,Dual
146.02104549988607,149.5425064177483,MV,Dual
147.52491828606327,151.0463792039255,MV,Dual
191.06212332262876,194.58358424049095,MV,Dual
88.97837214448484,92.49983306234708,MV,Dual
292.94215207519267,296.46361299305494,MV,Dual
143.04768492822677,146.569145846089,MV,Dual
162.41581509543403,165.93727601329627,MV,Dual
149.92994509111085,153.4514060089731,MV,Dual
202.3407983931884,205.86225931105065,MV,Dual
32.944013454718814,36.465474372581056,MV,Dual
228.77128675139028,232.2927476692525,MV,Dual
93.47639386275895,96.9978547806212,MV,Dual
232.90555822222768,236.42701914008995,MV,Dual
129.86759592631293,133.38905684417517,MV,Dual
195.3870624087629,198.90852332662516,MV,Dual
69.16385848192972,72.68531939979196,MV,Dual
275.2102619669477,278.73172288481,MV,Dual
194.12164261916928,197.64310353703152,MV,Dual
231.38400610894735,234.9054670268096,MV,Dual
215.5854136977017,219.10687461556395,MV,Dual
167.11267694583026,170.6341378636925,MV,Dual
190.1271613053238,193.64862222318604,MV,Dual
151.3465514878108,154.86801240567306,MV,Dual
101.32609375729528,104.84755467515753,MV,Dual
172.9953917774652,176.51685269532743,MV,Dual
93.30408817592708,96.82554909378932,MV,Dual
248.02203651080652,251.5434974286688,MV,Dual
94.27497875515986,97.7964396730221,MV,Dual
177.18867534452335,180.7101362623856,MV,Dual
170.25124763564477,173.772708553507,MV,Dual
144.42782470677398,147.94928562463622,MV,Dual
164.0986245335908,167.62008545145304,MV,Dual
163.29918149810803,166.82064241597027,MV,Dual
129.52769743372644,133.0491583515887,MV,Dual
161.0318198753133,164.55328079317553,MV,Dual
203.20577991359,206.72724083145224,MV,Dual
191.0255602009726,194.54702111883483,MV,Dual
226.06341655210443,229.58487746996667,MV,Dual
173.12072687954213,176.64218779740438,MV,Dual
256.82829087325774,260.34975179112,MV,Dual
252.90481216358077,256.426273081443,MV,Dual
111.73070229742368,115.25216321528592,MV,Dual
271.99943424612843,275.5208951639907,MV,Dual
300.45774809248087,303.97920901034314,MV,Dual
73.26076626410791,76.78222718197016,MV,Dual
165.7150900829683,169.23655100083053,MV,Dual
168.93258067420751,172.45404159206976,MV,Dual
222.18493648265616,225.70639740051843,MV,Dual
186.5309830902296,190.05244400809184,MV,Dual
166.88119386469262,170.40265478255486,MV,Dual
118.2652788523116,121.78673977017384,MV,Dual
160.38160272525562,163.90306364311786,MV,Dual
203.7083905430163,207.2298514608785,MV,Dual
58.0003024544506,61.52176337231285,MV,Dual
317.2021099562536,320.72357087411586,MV,Dual
21.56102288421668,25.08248380207892,MV,Dual
174.79665388694085,178.3181148048031,MV,Dual
171.0548130054703,174.5762739233325,MV,Dual
146.89207033793872,150.41353125580096,MV,Dual
152.23916618107648,155.76062709893873,MV,Dual
163.895259067539,167.41671998540124,MV,Dual
274.3235573168324,277.8450182346947,MV,Dual
55.34265728542532,58.86411820328756,MV,Dual
107.30177235574024,110.82323327360248,MV,Dual
339.80012550053806,343.3215864184004,MV,Dual
223.93210536513155,227.4535662829938,MV,Dual
127.15958823930669,130.68104915716893,MV,Dual
221.14291518476145,224.6643761026237,MV,Dual
113.63671057565108,117.15817149351332,MV,Dual
89.9168125668237,93.43827348468594,MV,Dual
117.25784361829167,120.77930453615392,MV,Dual
215.0365230610373,218.55798397889956,MV,Dual
219.64165093319372,223.163111851056,MV,Dual
67.83832210591842,71.35978302378066,MV,Dual
275.0391044650223,278.5605653828846,MV,Dual
182.17233243289792,185.69379335076016,MV,Dual
63.2330772179809,66.75453813584315,MV,Dual
301.33146293698115,304.8529238548434,MV,Dual
224.62192591974207,228.1433868376043,MV,Dual
195.51773071145263,199.0391916293149,MV,Dual
159.10626700897691,162.62772792683916,MV,Dual
147.43249048414535,150.9539514020076,MV,Dual
191.9175033608677,195.43896427872997,MV,Dual
191.6469917336818,195.16845265154404,MV,Dual
146.29056358177306,149.8120244996353,MV,Dual
310.75906503281584,314.2805259506781,HV,Gau
348.5988028892612,352.1202638071235,HV,Gau
348.039222192142,351.5606831100043,HV,Gau
333.7179126481371,337.23937356599936,HV,Gau
333.3971773791669,336.9186382970292,HV,Gau
311.9152322405228,315.436693158385,HV,Gau
309.5259412231535,313.04740214101577,HV,Gau
349.13466005224075,352.656120970103,HV,Gau
351.7701788785962,355.29163979645847,HV,Gau
133.4462708904275,136.96773180828976,HV,Gau
348.9306651946922,352.4521261125545,HV,Gau
295.4434214495867,298.964882367449,HV,Gau
258.30845136051164,261.8299122783739,HV,Gau
228.9003514141652,232.42181233202743,HV,Gau
303.8717035598821,307.3931644777444,HV,Gau
347.78798386132,351.3094447791823,HV,Gau
348.6717703076459,352.19323122550816,HV,Gau
319.45023520432807,322.97169612219034,HV,Gau
348.4740672687448,351.99552818660703,HV,Gau
146.75037065933066,150.2718315771929,HV,Gau
267.3550830343615,270.87654395222376,HV,Gau
311.3936818100446,314.91514272790687,HV,Gau
169.41955844328416,172.9410193611464,HV,Gau
349.2448927202343,352.7663536380966,HV,Gau
299.0056864808772,302.5271473987395,HV,Gau
249.6717821676121,253.19324308547436,HV,Gau
348.6946039389481,352.2160648568104,HV,Gau
206.40539012072156,209.92685103858375,HV,Gau
321.070069277859,324.59153019572125,HV,Gau
213.43290515100347,216.9543660688657,HV,Gau
256.490246566268,260.0117074841302,HV,Gau
288.248177317601,291.7696382354633,HV,Gau
303.8291599183381,307.3506208362004,HV,Gau
299.7912465996274,303.3127075174897,HV,Gau
252.2703876934295,255.79184861129173,HV,Gau
228.5678099580588,232.08927087592104,HV,Gau
174.6219680581191,178.14342897598135,HV,Gau
194.9259399074459,198.4474008253081,HV,Gau
344.5610339334949,348.0824948513572,HV,Gau
269.14180651876114,272.6632674366234,HV,Gau
243.3446540260556,246.86611494391784,HV,Gau
296.9312587599579,300.4527196778202,HV,Gau
348.8931147886708,352.41457570653307,HV,Gau
265.87028282910484,269.3917437469671,HV,Gau
345.0719982086683,348.59345912653055,HV,Gau
274.9614789090685,278.4829398269308,HV,Gau
346.2386322773493,349.7600931952116,HV,Gau
344.58524426437344,348.1067051822357,HV,Gau
40.87307611555223,44.39453703341448,HV,Gau
279.62789082193865,283.1493517398009,HV,Gau
210.3782862099492,213.89974712781145,HV,Gau
348.7740456374783,352.2955065553406,HV,Gau
349.1956048613795,352.7170657792417,HV,Gau
232.1540784102244,235.6755393280866,HV,Gau
216.39476301246705,219.91622393032927,HV,Gau
348.61618701045296,352.13764792831523,HV,Gau
265.8153231259246,269.33678404378685,HV,Gau
348.21096083309897,351.73242175096124,HV,Gau
254.02059018319625,257.5420511010585,HV,Gau
340.5553145578309,344.0767754756932,HV,Gau
304.72022605771923,308.2416869755815,HV,Gau
261.29786218114594,264.8193230990082,HV,Gau
303.0360849343126,306.5575458521749,HV,Gau
215.9449542593018,219.46641517716404,HV,Gau
190.9567296662063,194.47819058406853,HV,Gau
339.3726295448911,342.8940904627533,HV,Gau
203.10112122975605,206.6225821476183,HV,Gau
209.93022160387653,213.4516825217388,HV,Gau
252.1449254840303,255.6663864018925,HV,Gau
246.3093578345854,249.83081875244764,HV,Gau
348.5710011572344,352.09246207509665,HV,Gau
280.29591535600724,283.8173762738695,HV,Gau
349.0317589722234,352.55321989008564,HV,Gau
76.58494751565608,80.10640843351833,HV,Gau
322.4479122374449,325.96937315530715,HV,Gau
37.84079184844291,41.36225276630516,HV,Gau
338.38755446466,341.9090153825223,HV,Gau
282.80230962614826,286.32377054401053,HV,Gau
310.9218607690067,314.44332168686896,HV,Gau
348.4479452331412,351.96940615100345,HV,Gau
347.35426562291855,350.8757265407808,HV,Gau
348.7236086974111,352.2450696152734,HV,Gau
327.9039733364113,331.4254342542736,HV,Gau
236.9363800360585,240.45784095392077,HV,Gau
346.4008401435079,349.9223010613701,HV,Gau
219.06125585894895,222.5827167768112,HV,Gau
347.08108558676406,350.60254650462633,HV,Gau
333.2092387589947,336.73069967685694,HV,Gau
246.96932484199917,250.49078575986135,HV,Gau
237.65307388072247,241.17453479858472,HV,Gau
339.4951981912473,343.0166591091096,HV,Gau
69.49223682088575,73.013697738748,HV,Gau
325.54371975644165,329.0651806743039,HV,Gau
254.57499284833057,258.09645376619284,HV,Gau
337.4719161647053,340.9933770825676,HV,Gau
325.8999762849816,329.4214372028439,HV,Gau
345.7737662371944,349.2952271550567,HV,Gau
286.89327870657246,290.4147396244348,HV,Gau
322.9445683023264,326.4660292201886,HV,Gau
217.09758328639293,220.6190442042552,HV,Gau
183.9731455161651,187.49460643402733,LV,Gau
288.7263238521182,292.24778476998046,LV,Gau
179.73192302844137,183.2533839463036,LV,Gau
201.622946489406,205.14440740726823,LV,Gau
167.535088377365,171.05654929522726,LV,Gau
168.04468328343702,171.56614420129927,LV,Gau
222.12205107367316,225.64351199153535,LV,Gau
195.4848349644273,199.00629588228955,LV,Gau
167.19062236007784,170.71208327794008,LV,Gau
224.9584111287298,228.47987204659205,LV,Gau
118.11930992042431,121.64077083828656,LV,Gau
175.3086962050441,178.83015712290634,LV,Gau
187.21825703752307,190.7397179553853,LV,Gau
230.26017844599085,233.7816393638531,LV,Gau
245.44868707508,248.97014799294223,LV,Gau
123.36852177159682,126.88998268945906,LV,Gau
150.72750785737867,154.2489687752409,LV,Gau
147.1804875903456,150.70194850820783,LV,Gau
319.1629564245346,322.6844173423969,LV,Gau
329.5553483685552,333.0768092864175,LV,Gau
185.56769290238668,189.08915382024887,LV,Gau
179.03387211063563,182.55533302849787,LV,Gau
319.8763692307212,323.39783014858347,LV,Gau
191.03912486573404,194.56058578359628,LV,Gau
302.0716685766265,305.5931294944888,LV,Gau
129.8233191260198,133.34478004388205,LV,Gau
110.69435270562438,114.21581362348662,LV,Gau
233.9503713856164,237.47183230347864,LV,Gau
339.3778305340774,342.8992914519397,LV,Gau
141.86801837465137,145.3894792925136,LV,Gau
249.7944515114798,253.31591242934203,LV,Gau
130.37032806405773,133.89178898191997,LV,Gau
152.02139725708992,155.54285817495216,LV,Gau
163.22030142065677,166.741762338519,LV,Gau
129.43986245673435,132.9613233745966,LV,Gau
77.21177137868756,80.7332322965498,LV,Gau
204.84258227096456,208.3640431888268,LV,Gau
170.37293363601506,173.8943945538773,LV,Gau
258.32846340073075,261.849924318593,LV,Gau
171.83733958801986,175.3588005058821,LV,Gau
116.77131416542458,120.29277508328684,LV,Gau
138.75631148203215,142.2777723998944,LV,Gau
59.89582502924965,63.41728594711189,LV,Gau
173.75015938350404,177.27162030136628,LV,Gau
162.21438329677133,165.73584421463357,LV,Gau
182.5136445362258,186.03510545408804,LV,Gau
284.2965894517547,287.81805036961697,LV,Gau
167.26106340697268,170.78252432483492,LV,Gau
145.3076945169205,148.8291554347827,LV,Gau
205.26723477151972,208.788695689382,LV,Gau
259.0434320907075,262.5648930085697,LV,Gau
210.93128303425223,214.4527439521145,LV,Gau
236.28389500632355,239.8053559241858,LV,Gau
234.3031848007177,237.82464571857997,LV,Gau
327.1574252934132,330.6788862112755,LV,Gau
195.4043160524868,198.92577697034903,LV,Gau
207.5820150403052,211.10347595816745,LV,Gau
290.57781383284544,294.0992747507077,LV,Gau
223.1655054106166,226.68696632847883,LV,Gau
178.19189373390097,181.7133546517632,LV,Gau
347.5891639699915,351.11062488785376,LV,Gau
240.59827251847065,244.1197334363329,LV,Gau
194.27521509040864,197.7966760082709,LV,Gau
261.67356438321747,265.19502530107974,LV,Gau
252.72314267047625,256.2446035883385,LV,Gau
138.31943494565866,141.8408958635209,LV,Gau
348.6820593506542,352.20352026851646,LV,Gau
342.03249306984856,345.5539539877108,LV,Gau
219.95287950989996,223.47434042776217,LV,Gau
135.3377086325469,138.85916955040915,LV,Gau
179.88489508755003,183.40635600541228,LV,Gau
197.2149901740044,200.7364510918666,LV,Gau
312.8643506004617,316.385811518324,LV,Gau
263.7311091165195,267.2525700343818,LV,Gau
124.8579111745699,128.37937209243216,LV,Gau
109.9160896389126,113.43755055677484,LV,Gau
207.21092987767852,210.7323907955408,LV,Gau
221.4020158590796,224.9234767769418,LV,Gau
321.53686931038885,325.0583302282511,LV,Gau
143.91399647604914,147.43545739391138,LV,Gau
154.3166494755408,157.83811039340304,LV,Gau
129.9229638313781,133.44442474924034,LV,Gau
175.7584680233645,179.27992894122673,LV,Gau
183.52383650683043,187.04529742469268,LV,Gau
297.1114219868772,300.63288290473946,LV,Gau
175.2626053531602,178.78406627102245,LV,Gau
351.2116084059512,354.7330693238135,LV,Gau
157.33149352879292,160.85295444665516,LV,Gau
227.32955709164528,230.85101800950756,LV,Gau
271.679736632833,275.20119755069527,LV,Gau
173.7030534014946,177.22451431935684,LV,Gau
118.77668104299454,122.29814196085678,LV,Gau
174.19704863721114,177.71850955507338,LV,Gau
208.68437106998428,212.20583198784647,MV,Gau
280.94641409619845,284.4678750140607,MV,Gau
201.6049567836232,205.12641770148545,MV,Gau
343.81002607016126,347.3314869880235,MV,Gau
192.7969741161631,196.31843503402536,MV,Gau
238.75279170594777,242.27425262381,MV,Gau
308.0950533688519,311.61651428671416,MV,Gau
183.60276586259465,187.1242267804569,MV,Gau
251.9884215244208,255.509882442283,MV,Gau
253.0032054327264,256.52466635058863,MV,Gau
342.86757318220816,346.38903410007043,MV,Gau
185.5267560995435,189.04821701740573,MV,Gau
299.00880794141943,302.5302688592817,MV,Gau
314.72656761969495,318.2480285375572,MV,Gau
223.32213932257508,226.84360024043733,MV,Gau
199.6463629461755,203.16782386403773,MV,Gau
221.45988866427248,224.9813495821347,MV,Gau
201.82348396346936,205.3449448813316,MV,Gau
271.8953374350298,275.41679835289204,MV,Gau
348.5830273698882,352.1044882877505,MV,Gau
199.6311319815246,203.15259289938683,MV,Gau
204.10619637377533,207.6276572916376,MV,Gau
210.5406173918663,214.06207830972852,MV,Gau
236.55684775808743,240.0783086759497,MV,Gau
291.99243647722943,295.5138973950917,MV,Gau
293.351455578207,296.87291649606925,MV,Gau
147.4308023852988,150.95226330316103,MV,Gau
287.16198572112023,290.6834466389825,MV,Gau
205.722857336719,209.24431825458123,MV,Gau
310.6168812434354,314.13834216129766,MV,Gau
117.97184849347173,121.49330941133395,MV,Gau
298.3510055888808,301.8724665067431,MV,Gau
273.2760776332918,276.79753855115405,MV,Gau
280.0070131757219,283.5284740935842,MV,Gau
265.09860162691564,268.6200625447779,MV,Gau
213.25755575847717,216.77901667633935,MV,Gau
274.56401563068226,278.08547654854453,MV,Gau
212.39622712310225,215.9176880409645,MV,Gau
114.93156584121871,118.45302675908096,MV,Gau
237.9517513844039,241.47321230226612,MV,Gau
119.53663517807028,123.05809609593253,MV,Gau
317.72976497950305,321.2512258973653,MV,Gau
169.78841715035074,173.30987806821298,MV,Gau
234.8853841977941,238.40684511565635,MV,Gau
179.36377661207064,182.88523752993288,MV,Gau
202.9974875207751,206.51894843863732,MV,Gau
215.35937488545184,218.88083580331408,MV,Gau
205.4393582835524,208.9608192014147,MV,Gau
180.2110852095337,183.73254612739595,MV,Gau
285.4406014736344,288.96206239149666,MV,Gau
256.1168457527624,259.6383066706246,MV,Gau
284.1387946284834,287.6602555463457,MV,Gau
300.8370394299529,304.35850034781515,MV,Gau
198.5176762848796,202.03913720274184,MV,Gau
311.4267131172537,314.948174035116,MV,Gau
295.9140081281342,299.43546904599646,MV,Gau
147.97360959132217,151.49507050918442,MV,Gau
303.5813730158678,307.1028339337301,MV,Gau
337.30550092021,340.82696183807224,MV,Gau
159.2897984789918,162.81125939685404,MV,Gau
221.0527138502316,224.57417476809383,MV,Gau
238.85990022935607,242.3813611472183,MV,Gau
349.52389073652915,353.0453516543914,MV,Gau
251.0467885463663,254.56824946422853,MV,Gau
195.5308066440768,199.05226756193903,MV,Gau
166.71141798248578,170.23287890034803,MV,Gau
206.44980973269583,209.97127065055807,MV,Gau
219.26226760338704,222.7837285212493,MV,Gau
76.71032463031436,80.2317855481766,MV,Gau
349.12933388701214,352.6507948048744,MV,Gau
175.2729553322678,178.79441625013004,MV,Gau
202.9268490495112,206.4483099673734,MV,Gau
198.1673166154281,201.6887775332904,MV,Gau
188.0116390380158,191.53309995587804,MV,Gau
165.25119187900654,168.77265279686878,MV,Gau
224.03726854694887,227.5587294648112,MV,Gau
326.7840841353309,330.3055450531932,MV,Gau
151.52402678224558,155.04548770010783,MV,Gau
128.03793141323618,131.55939233109842,MV,Gau
349.36903993625765,352.8905008541199,MV,Gau
348.9375415737862,352.45900249164845,MV,Gau
184.96793508907984,188.4893960069421,MV,Gau
284.4984180974064,288.01987901526866,MV,Gau
139.03698782283612,142.55844874069837,MV,Gau
132.52182336602323,136.04328428388547,MV,Gau
162.83793034794908,166.35939126581133,MV,Gau
289.76040546426503,293.2818663821273,MV,Gau
281.9423427272471,285.4638036451093,MV,Gau
100.91666241046356,104.43812332832582,MV,Gau
300.1731669610093,303.6946278788716,MV,Gau
220.55543195089376,224.076892868756,MV,Gau
81.5154483424881,85.03690926035034,MV,Gau
330.3826954934149,333.90415641127714,MV,Gau
293.4733025084703,296.9947634263325,MV,Gau
242.49538720790724,246.01684812576949,MV,Gau
255.02720136790052,258.5486622857628,MV,Gau
181.4323995506814,184.95386046854364,MV,Gau
223.43176473190064,226.95322564976289,MV,Gau
265.9554644588812,269.47692537674345,MV,Gau
221.20593329270972,224.727394210572,MV,Gau
